Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
209-17-9644,B,Mandalay,Normal,Male,Fashion accessories,60.8,2,6.08,127.68,01/03/2019,16:01,Ewallet,121.6,4.7619,6.08,5.0
684-86-6390,B,Mandalay,Normal,Male,Electronic accessories,64.81,5,16.2025,340.2525,03/14/2019,12:02,Cash,324.05,4.7619,16.2025,8.1
306-50-2513,A,Yangon,Member,Female,Fashion accessories,47.87,2,4.787,100.527,03/16/2019,15:30,Ewallet,95.74,4.7619,4.787,6.1
337-88-7305,A,Yangon,Member,Male,Food and beverages,97.72,2,9.772,205.212,02/10/2019,19:43,Ewallet,195.44,4.7619,9.772,7.7
274-52-9456,A,Yangon,Member,Male,Sports and travel,78.48,7,27.468,576.828,01/19/2019,17:31,Credit card,549.36,4.7619,27.468,9.6
679-97-4691,B,Mandalay,Normal,Female,Sports and travel,19.53,4,3.906,82.026,03/06/2019,12:57,Credit card,78.12,4.7619,3.906,6.5
945-98-7573,C,Naypyitaw,Normal,Male,Sports and travel,67.78,8,27.112,569.352,03/30/2019,12:11,Cash,542.24,4.7619,27.112,5.9
182-15-2052,B,Mandalay,Member,Male,Food and beverages,35.73,5,8.9325,187.5825,03/24/2019,12:56,Cash,178.65,4.7619,8.9325,7.4
863-89-5660,C,Naypyitaw,Member,Male,Sports and travel,63.5,5,15.875,333.375,03/06/2019,18:27,Credit card,317.5,4.7619,15.875,4.2
930-25-1990,A,Yangon,Normal,Female,Food and beverages,35.9,6,10.77,226.17,02/05/2019,19:04,Cash,215.4,4.7619,10.77,6.3
785-61-6842,B,Mandalay,Normal,Male,Home and lifestyle,71.75,10,35.875,753.375,02/08/2019,13:11,Credit card,717.5,4.7619,35.875,8.8
264-27-1548,B,Mandalay,Member,Male,Home and lifestyle,,5,8.605,180.705,01/05/2019,17:36,Cash,172.1,4.7619,8.605,7.9
974-28-2742,B,Mandalay,Normal,Male,Fashion accessories,10.6,4,2.12,44.52,02/11/2019,12:41,Credit card,42.4,4.7619,2.12,7.6
665-20-2737,A,Yangon,Member,Female,Home and lifestyle,18.51,10,9.255,194.355,03/06/2019,17:11,Ewallet,185.1,4.7619,9.255,4.2
197-57-9460,C,Naypyitaw,Member,Female,Health and beauty,33.71,7,11.7985,247.7685,02/19/2019,16:43,Ewallet,235.97,4.7619,11.7985,4.5
346-76-1091,B,Mandalay,Normal,Male,Food and beverages,68.62,2,6.862,144.102,01/31/2019,19:01,Credit card,137.24,4.7619,6.862,8.6
540-21-6256,A,Yangon,Member,Male,Food and beverages,44.88,4,8.976,188.496,01/10/2019,14:31,Cash,179.52,4.7619,8.976,8.3
785-70-6300,B,Mandalay,Member,Female,Food and beverages,88.03,1,4.4015,92.4315,03/29/2019,16:20,Cash,88.03,4.7619,4.4015,9.1
479-78-5751,C,Naypyitaw,Normal,Female,Electronic accessories,70.93,4,14.186,297.906,01/18/2019,11:58,Credit card,283.72,4.7619,14.186,9.1
800-26-3887,B,Mandalay,Normal,Male,Health and beauty,10.07,9,4.5315,95.1615,02/15/2019,15:18,Ewallet,90.63,4.7619,4.5315,5.7
285-14-1174,A,Yangon,Member,Female,Fashion accessories,46.08,3,6.912,145.152,02/14/2019,11:03,Ewallet,138.24,4.7619,6.912,7.8
635-43-7987,A,Yangon,Member,Male,Food and beverages,60.21,4,12.042,252.882,02/14/2019,17:35,Cash,240.84,4.7619,12.042,5.0
637-94-8906,A,Yangon,Normal,Male,Home and lifestyle,64.45,4,12.89,270.69,02/23/2019,14:25,Cash,257.8,4.7619,12.89,4.4
614-63-3022,B,Mandalay,Normal,Female,Electronic accessories,27.92,1,1.396,29.316,03/31/2019,13:40,Ewallet,27.92,4.7619,1.396,4.2
431-86-4334,C,Naypyitaw,Member,Male,Food and beverages,33.05,6,9.915,208.215,01/17/2019,13:48,Cash,198.3,4.7619,9.915,4.4
744-78-1250,A,Yangon,Member,Male,Health and beauty,24.63,1,1.2315,25.8615,02/19/2019,10:39,Credit card,24.63,4.7619,1.2315,4.1
677-65-6459,B,Mandalay,Member,Male,Sports and travel,77.11,7,26.9885,566.7585,01/20/2019,11:33,Cash,539.77,4.7619,26.9885,9.4
966-80-3924,A,Yangon,Member,Female,Home and lifestyle,47.89,9,21.5505,452.5605,01/01/2019,12:40,Ewallet,431.01,4.7619,21.5505,7.1
296-34-9294,B,Mandalay,Member,Male,Fashion accessories,61.38,6,18.414,386.694,01/23/2019,14:12,Cash,368.28,4.7619,18.414,9.6
699-51-9628,C,Naypyitaw,Member,Female,Fashion accessories,90.88,3,13.632,286.272,01/28/2019,14:22,Cash,272.64,4.7619,13.632,9.4
200-76-4693,A,Yangon,Normal,Female,Food and beverages,40.6,4,8.12,170.52,03/07/2019,13:59,Credit card,162.4,4.7619,8.12,8.2
783-66-9991,B,Mandalay,Normal,Male,Electronic accessories,41.3,9,18.585,390.285,02/01/2019,16:02,Credit card,371.7,4.7619,18.585,6.6
980-26-2175,A,Yangon,Normal,Male,Food and beverages,64.8,2,6.48,136.08,02/12/2019,15:57,Ewallet,129.6,4.7619,6.48,5.9
649-88-9021,C,Naypyitaw,Member,Male,Sports and travel,41.88,3,6.282,131.922,03/06/2019,15:50,Cash,125.64,4.7619,6.282,6.9
801-84-2386,B,Mandalay,Member,Female,Food and beverages,42.36,5,10.59,222.39,01/10/2019,17:55,Ewallet,211.8,4.7619,10.59,6.7
678-76-9109,C,Naypyitaw,Member,Female,Food and beverages,71.92,4,14.384,302.064,03/24/2019,13:34,Credit card,287.68,4.7619,14.384,5.8
757-48-1837,B,Mandalay,Normal,Male,Electronic accessories,83.66,6,25.098,527.058,01/16/2019,16:21,Credit card,501.96,4.7619,25.098,6.8
334-28-4789,B,Mandalay,Member,Female,Health and beauty,83.88,8,33.552,704.592,01/02/2019,16:18,Cash,671.04,4.7619,33.552,5.9
843-24-8450,B,Mandalay,Normal,Female,Fashion accessories,38.51,8,15.404,323.484,03/21/2019,11:48,Credit card,308.08,4.7619,15.404,6.8
507-35-6204,A,Yangon,Normal,Female,Electronic accessories,15.3,4,3.06,64.26,02/02/2019,19:06,Cash,61.2,4.7619,3.06,9.4
479-55-1911,C,Naypyitaw,Normal,Male,Food and beverages,47.2,4,9.44,198.24,01/07/2019,10:38,Ewallet,188.8,4.7619,9.44,6.5
382-81-7389,C,Naypyitaw,Normal,Male,Food and beverages,34.22,8,13.688,287.448,01/07/2019,12:46,Ewallet,273.76,4.7619,13.688,4.4
397-91-8770,C,Naypyitaw,Member,Male,Food and beverages,22.53,7,7.8855,165.5955,02/22/2019,16:13,Ewallet,157.71,4.7619,7.8855,7.6
495-22-6221,A,Yangon,Normal,Female,Home and lifestyle,22.0,2,2.2,46.2,01/19/2019,18:44,Cash,44.0,4.7619,2.2,4.8
165-55-7524,B,Mandalay,Member,Male,Electronic accessories,34.81,10,17.405,365.505,03/27/2019,18:09,Credit card,348.1,4.7619,17.405,7.9
449-98-2049,A,Yangon,Member,Female,Fashion accessories,83.98,1,4.199,88.179,02/12/2019,10:22,Ewallet,83.98,4.7619,4.199,7.8
541-63-6551,A,Yangon,Member,Male,Sports and travel,59.31,5,14.8275,311.3775,03/01/2019,14:26,Cash,296.55,4.7619,14.8275,5.2
856-10-7223,A,Yangon,Normal,Female,Home and lifestyle,34.45,10,17.225,361.725,03/06/2019,20:08,Credit card,344.5,4.7619,17.225,9.6
679-97-8291,C,Naypyitaw,Member,Female,Electronic accessories,95.45,3,14.3175,300.6675,03/13/2019,15:26,Credit card,286.35,4.7619,14.3175,8.5
803-56-1123,A,Yangon,Normal,Female,Sports and travel,46.59,2,4.659,97.839,02/23/2019,11:55,Ewallet,93.18,4.7619,4.659,5.8
393-23-8663,C,Naypyitaw,Normal,Female,Sports and travel,25.97,9,11.6865,245.4165,02/07/2019,18:34,Ewallet,233.73,4.7619,11.6865,9.8
659-21-6909,B,Mandalay,Member,Male,Electronic accessories,73.54,5,18.385,386.085,01/23/2019,15:23,Cash,367.7,4.7619,18.385,7.2
445-73-3742,A,Yangon,Normal,Female,Sports and travel,63.75,6,19.125,401.625,03/26/2019,10:39,Cash,382.5,4.7619,19.125,6.3
489-31-4595,A,Yangon,Member,Female,Electronic accessories,59.53,3,8.9295,187.5195,03/16/2019,18:05,Credit card,178.59,4.7619,8.9295,8.5
302-75-8476,B,Mandalay,Member,Female,Sports and travel,60.43,7,21.1505,444.1605,02/09/2019,12:20,Credit card,423.01,4.7619,21.1505,6.4
261-98-6101,B,Mandalay,Member,Male,Electronic accessories,41.9,9,18.855,395.955,02/01/2019,10:41,Credit card,377.1,4.7619,18.855,9.0
760-23-8683,A,Yangon,Member,Male,Home and lifestyle,74.3,5,18.575,390.075,02/01/2019,20:02,Credit card,371.5,4.7619,18.575,6.0
420-23-7430,B,Mandalay,Member,Male,Fashion accessories,29.63,6,8.889,186.669,03/17/2019,20:49,Cash,177.78,4.7619,8.889,4.3
142-29-3856,A,Yangon,Normal,Male,Sports and travel,36.82,3,5.523,115.983,03/08/2019,17:06,Ewallet,110.46,4.7619,5.523,4.5
627-43-7955,A,Yangon,Member,Female,Health and beauty,80.93,8,32.372,679.812,01/18/2019,15:25,Cash,647.44,4.7619,32.372,9.2
469-67-2573,C,Naypyitaw,Member,Male,Electronic accessories,99.97,1,4.9985,104.9685,03/24/2019,18:37,Credit card,99.97,4.7619,4.9985,9.2
284-82-6216,C,Naypyitaw,Member,Male,Fashion accessories,58.96,10,29.48,619.08,01/02/2019,12:27,Credit card,589.6,4.7619,29.48,8.8
621-31-8934,C,Naypyitaw,Normal,Male,Home and lifestyle,95.12,1,4.756,99.876,01/21/2019,14:16,Credit card,95.12,4.7619,4.756,4.4
960-84-7597,B,Mandalay,Normal,Male,Fashion accessories,20.04,2,2.004,42.084,02/27/2019,11:00,Cash,40.08,4.7619,2.004,4.8
904-36-9669,C,Naypyitaw,Member,Male,Electronic accessories,50.79,8,20.316,426.636,03/01/2019,11:50,Cash,406.32,4.7619,20.316,6.0
680-58-1390,B,Mandalay,Member,Female,Electronic accessories,92.75,1,4.6375,97.3875,03/14/2019,12:50,Credit card,92.75,4.7619,4.6375,5.0
933-11-5597,A,Yangon,Normal,Male,Food and beverages,29.62,6,8.886,186.606,01/07/2019,15:27,Cash,177.72,4.7619,8.886,8.8
972-74-5330,A,Yangon,Normal,Female,Home and lifestyle,36.29,5,9.0725,190.5225,03/21/2019,17:47,Credit card,181.45,4.7619,9.0725,6.3
199-22-5529,C,Naypyitaw,Normal,Male,Home and lifestyle,60.15,7,21.0525,442.1025,02/02/2019,14:27,Credit card,421.05,4.7619,21.0525,8.1
789-62-5274,A,Yangon,Normal,Male,Health and beauty,27.84,1,1.392,29.232,01/25/2019,13:21,Cash,27.84,4.7619,1.392,9.0
914-48-3468,B,Mandalay,Normal,Female,Electronic accessories,54.64,1,2.732,57.372,02/16/2019,15:15,Cash,54.64,4.7619,2.732,4.5
892-30-1779,C,Naypyitaw,Member,Female,Fashion accessories,40.95,7,14.3325,300.9825,03/27/2019,19:35,Credit card,286.65,4.7619,14.3325,9.5
319-26-8058,C,Naypyitaw,Normal,Male,Home and lifestyle,47.8,8,19.12,401.52,03/16/2019,16:44,Credit card,382.4,4.7619,19.12,9.6
418-39-2786,C,Naypyitaw,Normal,Male,Home and lifestyle,59.44,3,8.916,187.236,01/21/2019,11:54,Credit card,178.32,4.7619,8.916,7.7
157-40-3671,B,Mandalay,Member,Female,Fashion accessories,15.43,2,1.543,32.403,01/24/2019,20:04,Ewallet,30.86,4.7619,1.543,6.6
742-66-9651,A,Yangon,Normal,Male,Home and lifestyle,58.26,6,17.478,367.038,02/18/2019,18:56,Cash,349.56,4.7619,17.478,7.5
720-14-4010,C,Naypyitaw,Normal,Female,Food and beverages,81.88,10,40.94,859.74,02/09/2019,18:19,Cash,818.8,4.7619,40.94,8.1
208-21-8979,A,Yangon,Member,Female,Food and beverages,75.59,10,37.795,793.695,02/12/2019,19:37,Ewallet,755.9,4.7619,37.795,9.1
618-29-8821,B,Mandalay,Normal,Female,Fashion accessories,97.74,1,4.887,102.627,03/22/2019,11:51,Cash,97.74,4.7619,4.887,9.5
993-42-7415,A,Yangon,Member,Female,Electronic accessories,55.92,2,5.592,117.432,03/15/2019,17:18,Credit card,111.84,4.7619,5.592,9.0
802-62-6750,A,Yangon,Member,Male,Sports and travel,18.03,10,9.015,189.315,01/03/2019,16:46,Cash,180.3,4.7619,9.015,5.5
958-25-6221,A,Yangon,Member,Female,Electronic accessories,38.63,10,19.315,405.615,03/31/2019,13:41,Credit card,386.3,4.7619,19.315,5.5
341-23-5910,C,Naypyitaw,Normal,Male,Health and beauty,10.13,9,4.5585,95.7285,03/22/2019,13:42,Credit card,91.17,4.7619,4.5585,8.2
576-67-6538,C,Naypyitaw,Normal,Male,Fashion accessories,42.83,7,14.9905,314.8005,03/04/2019,20:39,Cash,299.81,4.7619,14.9905,9.4
764-44-3730,B,Mandalay,Member,Female,Food and beverages,16.77,4,3.354,70.434,02/27/2019,12:23,Credit card,67.08,4.7619,3.354,10.0
501-71-3349,C,Naypyitaw,Normal,Male,Electronic accessories,12.09,8,4.836,101.556,02/10/2019,12:02,Cash,96.72,4.7619,4.836,9.5
989-43-5909,B,Mandalay,Member,Female,Sports and travel,28.88,7,10.108,212.268,03/06/2019,17:03,Credit card,202.16,4.7619,10.108,8.1
387-18-7531,A,Yangon,Normal,Female,Fashion accessories,67.58,9,30.411,638.631,02/06/2019,18:28,Credit card,608.22,4.7619,30.411,7.7
321-57-6690,B,Mandalay,Member,Female,Electronic accessories,51.6,10,25.8,541.8,03/25/2019,18:10,Cash,516.0,4.7619,25.8,8.8
524-52-9692,C,Naypyitaw,Normal,Female,Food and beverages,63.75,4,12.75,267.75,01/24/2019,19:10,Cash,255.0,4.7619,12.75,6.5
698-14-2241,C,Naypyitaw,Normal,Female,Food and beverages,95.2,8,38.08,799.68,02/19/2019,13:38,Cash,761.6,4.7619,38.08,6.9
575-22-7528,C,Naypyitaw,Member,Male,Sports and travel,29.87,9,13.4415,282.2715,02/11/2019,14:16,Cash,268.83,4.7619,13.4415,9.5
701-23-8890,A,Yangon,Member,Male,Home and lifestyle,57.9,6,17.37,364.77,02/15/2019,18:42,Cash,347.4,4.7619,17.37,6.4
353-91-6243,C,Naypyitaw,Normal,Female,Sports and travel,83.35,9,37.5075,787.6575,03/11/2019,11:37,Cash,750.15,4.7619,37.5075,7.0
478-48-7430,A,Yangon,Member,Male,Food and beverages,90.35,4,18.07,379.47,03/27/2019,11:45,Cash,361.4,4.7619,18.07,6.6
923-48-4453,A,Yangon,Member,Male,Sports and travel,32.77,1,1.6385,34.4085,01/24/2019,12:22,Cash,32.77,4.7619,1.6385,6.7
282-76-1830,B,Mandalay,Normal,Male,Home and lifestyle,96.06,4,19.212,-403.452,03/14/2019,15:14,Cash,384.24,4.7619,19.212,4.6
227-80-1137,A,Yangon,Normal,Female,Health and beauty,93.85,10,46.925,985.425,02/21/2019,13:09,Ewallet,938.5,4.7619,46.925,5.2
441-33-2381,C,Naypyitaw,Member,Female,Fashion accessories,81.58,7,28.553,599.613,01/16/2019,11:41,Credit card,571.06,4.7619,28.553,7.7
637-91-9598,A,Yangon,Normal,Male,Health and beauty,76.0,3,11.4,239.4,01/08/2019,12:41,Cash,228.0,4.7619,11.4,9.2
255-27-8353,B,Mandalay,Normal,Female,Fashion accessories,85.53,2,8.553,179.613,01/18/2019,14:19,Credit card,171.06,4.7619,8.553,7.7
773-76-4675,C,Naypyitaw,Member,Female,Health and beauty,37.44,9,16.848,353.808,01/10/2019,20:29,Cash,336.96,4.7619,16.848,9.2
420-67-1194,A,Yangon,Normal,Male,Sports and travel,72.49,5,18.1225,380.5725,03/20/2019,20:00,Cash,362.45,4.7619,18.1225,7.9
656-87-5533,A,Yangon,Member,Female,Sports and travel,64.26,10,32.13,674.73,03/05/2019,14:01,Cash,642.6,4.7619,32.13,7.3
667-59-4649,B,Mandalay,Member,Female,Food and beverages,68.86,7,24.101,506.121,03/13/2019,14:42,Credit card,482.02,4.7619,24.101,6.7
484-59-4551,C,Naypyitaw,Normal,Male,Health and beauty,49.81,10,24.905,523.005,02/10/2019,17:58,Credit card,498.1,4.7619,24.905,6.5
824-10-6807,A,Yangon,Normal,Male,Fashion accessories,95.71,2,9.571,200.991,01/10/2019,15:28,Cash,191.42,4.7619,9.571,9.7
904-14-2348,B,Mandalay,Member,Male,Electronic accessories,62.31,1,3.1155,65.4255,02/13/2019,16:05,Cash,62.31,4.7619,3.1155,7.6
934-51-1406,B,Mandalay,Member,Female,Sports and travel,16.51,10,8.255,173.355,02/21/2019,20:21,Ewallet,165.1,4.7619,8.255,9.1
574-65-6600,A,Yangon,Normal,Female,Health and beauty,58.49,10,29.245,614.145,02/10/2019,20:18,Credit card,584.9,4.7619,29.245,8.1
594-88-8807,C,Naypyitaw,Member,Male,Home and lifestyle,98.31,6,29.493,619.353,01/31/2019,15:56,Credit card,589.86,4.7619,29.493,9.8
107-24-3802,B,Mandalay,Normal,Male,Fashion accessories,56.79,8,22.716,477.036,02/23/2019,14:59,Ewallet,454.32,4.7619,22.716,8.6
583-82-8688,C,Naypyitaw,Normal,Male,Electronic accessories,72.19,4,14.438,303.198,01/14/2019,18:22,Ewallet,288.76,4.7619,14.438,4.1
651-71-7160,C,Naypyitaw,Member,Male,Food and beverages,,4,5.126,107.646,01/04/2019,13:28,Credit card,102.52,4.7619,5.126,7.3
131-99-5685,B,Mandalay,Member,Male,Electronic accessories,97.63,1,4.8815,102.5115,01/21/2019,14:43,Ewallet,97.63,4.7619,4.8815,6.5
953-95-5594,B,Mandalay,Member,Female,Sports and travel,15.79,6,4.737,99.477,03/27/2019,12:28,Ewallet,94.74,4.7619,4.737,4.1
964-36-6093,C,Naypyitaw,Normal,Male,Fashion accessories,20.74,6,6.222,130.662,02/01/2019,20:05,Credit card,124.44,4.7619,6.222,4.2
751-16-5781,C,Naypyitaw,Member,Male,Health and beauty,53.24,9,23.958,503.118,03/16/2019,20:07,Credit card,479.16,4.7619,23.958,5.1
702-24-2403,C,Naypyitaw,Normal,Male,Home and lifestyle,10.29,8,4.116,86.436,03/12/2019,19:41,Credit card,82.32,4.7619,4.116,5.7
429-63-9887,A,Yangon,Normal,Female,Electronic accessories,76.67,5,19.1675,402.5175,03/02/2019,14:52,Ewallet,383.35,4.7619,19.1675,9.1
898-40-4130,A,Yangon,Normal,Male,Food and beverages,31.42,5,7.855,164.955,01/25/2019,17:32,Cash,157.1,4.7619,7.855,7.1
150-45-6538,C,Naypyitaw,Member,Female,Electronic accessories,10.9,4,2.18,45.78,02/09/2019,12:48,Credit card,43.6,4.7619,2.18,6.9
726-32-6180,B,Mandalay,Normal,Female,Sports and travel,74.91,2,7.491,157.311,02/13/2019,20:50,Credit card,149.82,4.7619,7.491,4.8
716-18-7455,C,Naypyitaw,Normal,Male,Food and beverages,75.47,5,18.8675,396.2175,01/10/2019,19:07,Ewallet,377.35,4.7619,18.8675,5.7
486-82-8736,B,Mandalay,Member,Female,Health and beauty,33.61,8,13.444,282.324,03/03/2019,16:53,Cash,268.88,4.7619,13.444,6.1
190-27-3501,B,Mandalay,Member,Female,Fashion accessories,57.92,8,23.168,486.528,03/14/2019,11:38,Ewallet,463.36,4.7619,23.168,6.2
609-66-5501,C,Naypyitaw,Member,Male,Home and lifestyle,37.73,9,16.9785,356.5485,03/05/2019,18:29,Cash,339.57,4.7619,16.9785,9.9
116-23-1211,C,Naypyitaw,Member,Male,Health and beauty,88.59,3,13.2885,279.0585,01/23/2019,13:30,Cash,265.77,4.7619,13.2885,9.0
900-82-9502,C,Naypyitaw,Member,Male,Sports and travel,75.59,3,11.3385,238.1085,02/09/2019,11:20,Ewallet,226.77,4.7619,11.3385,4.5
243-72-9713,B,Mandalay,Normal,Male,Food and beverages,39.03,4,7.806,163.926,01/31/2019,17:29,Cash,156.12,4.7619,7.806,8.8
889-80-4142,A,Yangon,Normal,Male,Food and beverages,74.07,9,33.3315,699.9615,02/26/2019,12:22,Cash,666.63,4.7619,33.3315,5.2
659-87-4144,A,Yangon,Normal,Male,Food and beverages,63.49,6,19.047,399.987,03/22/2019,12:16,Ewallet,380.94,4.7619,19.047,8.0
449-34-3958,A,Yangon,Member,Male,Fashion accessories,43.28,1,2.164,45.444,02/25/2019,11:27,Cash,43.28,4.7619,2.164,6.5
801-69-8038,C,Naypyitaw,Member,Male,Home and lifestyle,10.18,10,5.09,106.89,02/14/2019,10:21,Credit card,101.8,4.7619,5.09,9.8
943-61-7889,B,Mandalay,Normal,Female,Electronic accessories,13.15,9,5.9175,124.2675,02/10/2019,13:19,Ewallet,118.35,4.7619,5.9175,6.5
183-99-2547,A,Yangon,Normal,Female,Home and lifestyle,19.95,1,0.9975,20.9475,02/10/2019,17:08,Cash,19.95,4.7619,0.9975,6.2
671-87-9199,A,Yangon,Normal,Female,Health and beauty,25.82,4,5.164,-108.444,02/13/2019,16:36,Ewallet,103.28,4.7619,5.164,7.6
784-58-1041,B,Mandalay,Normal,Male,Sports and travel,76.51,2,7.651,160.671,02/15/2019,12:34,Credit card,153.02,4.7619,7.651,6.2
218-78-3863,C,Naypyitaw,Normal,Female,Fashion accessories,37.01,9,16.6545,349.7445,02/08/2019,12:45,Cash,333.09,4.7619,16.6545,6.5
770-13-6026,A,Yangon,Member,Male,Food and beverages,97.99,2,9.799,205.779,03/10/2019,18:49,Credit card,195.98,4.7619,9.799,9.5
897-94-7012,B,Mandalay,Normal,Female,Food and beverages,63.95,10,31.975,671.475,03/01/2019,14:44,Cash,639.5,4.7619,31.975,4.7
731-57-5756,A,Yangon,Member,Male,Health and beauty,50.91,6,15.273,320.733,02/04/2019,13:14,Cash,305.46,4.7619,15.273,5.1
220-57-6286,A,Yangon,Normal,Male,Health and beauty,57.97,10,28.985,608.685,03/16/2019,13:00,Ewallet,579.7,4.7619,28.985,8.8
934-63-9625,B,Mandalay,Normal,Male,Health and beauty,87.19,7,30.5165,640.8465,02/01/2019,10:23,Ewallet,610.33,4.7619,30.5165,6.1
461-58-6783,B,Mandalay,Normal,Female,Electronic accessories,94.26,9,42.417,-890.757,02/28/2019,16:13,Credit card,848.34,4.7619,42.417,7.8
534-13-2916,C,Naypyitaw,Member,Female,Food and beverages,34.59,3,5.1885,-108.9585,03/12/2019,16:14,Ewallet,103.77,4.7619,5.1885,6.2
457-69-8407,A,Yangon,Member,Male,Sports and travel,24.44,9,10.998,230.958,02/08/2019,10:26,Cash,219.96,4.7619,10.998,9.4
820-94-5096,B,Mandalay,Member,Female,Food and beverages,18.36,3,2.754,57.834,02/12/2019,11:19,Credit card,55.08,4.7619,2.754,9.7
512-79-2773,A,Yangon,Member,Female,Food and beverages,92.14,8,36.856,773.976,02/09/2019,10:34,Cash,737.12,4.7619,36.856,4.4
618-64-5661,B,Mandalay,Normal,Female,Electronic accessories,39.98,6,11.994,251.874,01/03/2019,19:47,Cash,239.88,4.7619,11.994,8.9
548-44-3350,C,Naypyitaw,Normal,Male,Health and beauty,87.14,1,4.357,91.497,01/30/2019,18:54,Ewallet,87.14,4.7619,4.357,8.4
156-27-4247,A,Yangon,Member,Male,Sports and travel,12.4,10,6.2,130.2,02/17/2019,11:49,Ewallet,124.0,4.7619,6.2,7.2
291-78-1755,B,Mandalay,Member,Female,Sports and travel,70.48,6,21.144,444.024,01/01/2019,18:49,Ewallet,422.88,4.7619,21.144,6.7
378-19-4586,C,Naypyitaw,Normal,Female,Electronic accessories,84.6,7,29.61,621.81,02/26/2019,15:21,Credit card,592.2,4.7619,29.61,6.3
151-70-9514,A,Yangon,Normal,Female,Food and beverages,70.96,10,35.48,745.08,03/01/2019,12:21,Credit card,709.6,4.7619,35.48,4.5
213-66-9632,B,Mandalay,Member,Male,Food and beverages,21.51,8,8.604,180.684,01/15/2019,20:44,Cash,172.08,4.7619,8.604,7.0
254-10-8684,A,Yangon,Member,Male,Health and beauty,91.95,2,9.195,193.095,02/02/2019,14:05,Cash,183.9,4.7619,9.195,6.6
397-84-4383,A,Yangon,Normal,Female,Home and lifestyle,89.31,8,35.724,750.204,01/16/2019,15:42,Ewallet,714.48,4.7619,35.724,5.4
669-63-1808,B,Mandalay,Normal,Male,Health and beauty,94.01,7,32.9035,690.9735,02/03/2019,14:34,Ewallet,658.07,4.7619,32.9035,9.5
725-67-2864,B,Mandalay,Normal,Male,Health and beauty,17.22,3,2.583,54.243,01/01/2019,15:39,Credit card,51.66,4.7619,2.583,6.4
671-78-2420,C,Naypyitaw,Member,Female,Electronic accessories,67.05,6,20.115,422.415,02/26/2019,13:39,Ewallet,402.3,4.7619,20.115,7.7
187-21-1210,C,Naypyitaw,Member,Female,Food and beverages,40.91,3,6.1365,128.8665,01/04/2019,17:13,Cash,122.73,4.7619,6.1365,7.7
300-27-9157,C,Naypyitaw,Member,Male,Health and beauty,84.86,10,42.43,891.03,01/16/2019,20:32,Cash,848.6,4.7619,42.43,9.5
529-42-7648,B,Mandalay,Normal,Female,Fashion accessories,34.18,6,10.254,215.334,01/08/2019,13:29,Cash,205.08,4.7619,10.254,6.3
925-83-1197,B,Mandalay,Member,Male,Health and beauty,32.16,6,9.648,202.608,02/05/2019,17:13,Credit card,192.96,4.7619,9.648,5.5
475-47-2453,C,Naypyitaw,Member,Female,Sports and travel,58.49,6,17.547,368.487,02/22/2019,11:06,Cash,350.94,4.7619,17.547,5.2
749-60-5623,A,Yangon,Member,Male,Health and beauty,83.7,5,20.925,439.425,01/04/2019,10:31,Ewallet,418.5,4.7619,20.925,4.4
614-53-2348,B,Mandalay,Normal,Female,Sports and travel,87.27,5,21.8175,458.1675,03/22/2019,15:57,Ewallet,436.35,4.7619,21.8175,5.7
938-66-6872,A,Yangon,Member,Male,Sports and travel,81.03,1,4.0515,85.0815,02/19/2019,13:34,Cash,81.03,4.7619,4.0515,6.1
643-14-9102,A,Yangon,Normal,Male,Health and beauty,43.8,7,15.33,321.93,02/18/2019,12:26,Credit card,306.6,4.7619,15.33,8.1
741-26-5445,C,Naypyitaw,Member,Female,Electronic accessories,97.81,2,9.781,205.401,01/28/2019,11:45,Cash,195.62,4.7619,9.781,4.0
878-70-6923,B,Mandalay,Member,Male,Fashion accessories,62.12,3,9.318,195.678,01/08/2019,15:28,Cash,186.36,4.7619,9.318,6.9
637-53-6433,A,Yangon,Member,Male,Food and beverages,92.8,10,46.4,974.4,01/21/2019,17:14,Ewallet,928.0,4.7619,46.4,6.9
772-20-6464,B,Mandalay,Normal,Female,Sports and travel,30.9,8,12.36,259.56,01/20/2019,15:18,Cash,247.2,4.7619,12.36,4.1
815-16-4930,B,Mandalay,Member,Female,Sports and travel,47.28,9,21.276,446.796,03/11/2019,13:09,Credit card,425.52,4.7619,21.276,8.8
626-18-8218,A,Yangon,Member,Female,Home and lifestyle,21.5,2,2.15,45.15,03/02/2019,11:38,Cash,43.0,4.7619,2.15,6.8
210-61-5849,B,Mandalay,Normal,Female,Fashion accessories,94.49,6,28.347,595.287,02/16/2019,12:03,Cash,566.94,4.7619,28.347,5.3
904-21-9473,B,Mandalay,Normal,Male,Fashion accessories,42.57,9,19.1565,402.2865,02/11/2019,16:19,Ewallet,383.13,4.7619,19.1565,8.0
272-35-2254,A,Yangon,Normal,Male,Home and lifestyle,42.39,3,6.3585,133.5285,01/08/2019,17:22,Cash,127.17,4.7619,6.3585,6.4
996-99-1266,B,Mandalay,Normal,Male,Fashion accessories,79.57,10,39.785,835.485,03/25/2019,19:58,Ewallet,795.7,4.7619,39.785,5.3
707-66-3872,B,Mandalay,Normal,Male,Home and lifestyle,74.82,8,29.928,628.488,02/28/2019,14:59,Credit card,598.56,4.7619,29.928,4.2
